ARRONDISSEMENT,latitude,longitude
15,48.83715999862074,2.3130361963329
12,48.83828400117527,2.3970737005344
19,48.88025299997485,2.379399806518084
17,48.892338001600756,2.319022394323136
20,48.86668399476347,2.40254350220207
20,48.849770000725165,2.404945999288514
18,48.88739399567487,2.352784905922399
12,48.824275997955844,2.464948703281502
14,48.8325079980305,2.33795360478081
18,48.885783995012204,2.337880095480638
17,48.8872149998986,2.31739849400876
15,48.839640003018054,2.30107100187701
16,48.84773000024567,2.264104106166966
16,48.861169996814766,2.267356397013228
15,48.83927499607764,2.30169199888983
12,48.83981700237372,2.396006593787052
17,48.88151600250164,2.314772006654266
20,48.86978499989414,2.40934599597
20,48.86038999782738,2.406087599463905
15,48.83759999751781,2.30909799912766
15,48.83380999867112,2.30534199896842
18,48.88425400216157,2.343289906608293
18,48.88936000068847,2.342682597294369
15,48.84070599704156,2.2776682032127
19,48.88955299739522,2.388096600570435
18,48.89434999655427,2.348720304255104
19,48.88482000270159,2.37065980400603
13,48.83030699844063,2.37933329916943
19,48.89116699887571,2.386430506378766
19,48.89432000214896,2.372763993216101
17,48.89477499630097,2.326182601935151
17,48.8928799977251,2.319678999446794
14,48.82680499538386,2.3306300019808
15,48.83432999571671,2.290534000952345
15,48.8415399979769,2.31442379627633
20,48.86546699994788,2.400328003523868
12,48.84934199904723,2.38809800670816
20,48.87092199605511,2.39890119441739
17,48.88662000335656,2.32272599444302
16,48.851336996618436,2.275550602349043
15,48.83163499868453,2.2931651965151
12,48.839812998097344,2.40633820497983
16,48.84339500354508,2.260102699060635
13,48.82224999912551,2.365573205434561
18,48.885540002539294,2.34527779425618
15,48.83844999872744,2.279167404167427
17,48.89877700134445,2.321852001998284
18,48.88581499712664,2.34030319671783
17,48.88653600250305,2.304112194341881
18,48.897479995652624,2.35964849454186
15,48.83847399564883,2.30541729877603
17,48.898486998353036,2.324074500561739
13,48.82464599861229,2.350759502064487
15,48.833879998556824,2.285162002904717
19,48.88945799622464,2.38981900612844
17,48.89448000004939,2.31715820348445
17,48.879153995428226,2.28617359609476
13,48.82024000338896,2.354243803837818
19,48.893066003370365,2.379793602153452
19,48.89020500298702,2.373049503030282
19,48.88028700310461,2.394551496199518
18,48.88665799898421,2.353085003008212
13,48.83228700012542,2.37774870150671
18,48.89115999820428,2.3311273952791
15,48.835620002714485,2.307645002107131
16,48.87066699981873,2.27899430159575
19,48.87568999559405,2.378615396685082
15,48.83840600236062,2.31339619498964
15,48.84139299646672,2.278612599423231
13,48.83013042497868,2.3787200796556
17,48.892844995292236,2.3260453046678
18,48.89459600251877,2.32979939948883
17,48.8868000011938,2.305005604226084
16,48.8596149968283,2.285354595199465
12,48.83921999681694,2.3952605969591
15,48.84409999540164,2.302019794549998
15,48.83978000075926,2.31601569810333
18,48.89742299712746,2.357343396187049
16,48.873665003550954,2.29254439883322
15,48.83839000139354,2.2798617018229
19,48.89107499756121,2.37433390266857
19,48.88094299561645,2.37423629978388
20,48.862476001918246,2.41013120098433
15,48.84537500172584,2.291316304271054
13,48.83125300156592,2.372074593949121
16,48.856773003135686,2.26581599737662
14,48.84104000312673,2.32500219524482
18,48.89377599924735,2.336245005252236
13,48.835486998033346,2.353322298733431
18,48.89398599946524,2.338331500235754
19,48.8902360027509,2.38701839476481
15,48.84179699532951,2.28115870508827
19,48.880393999135705,2.37380960083174
16,48.872402001694674,2.278131998420986
17,48.87632400061146,2.293149200623638
20,48.8726429975224,2.3960119970923
17,48.880789999162104,2.289600999758398
15,48.84347499658047,2.27506039898864
13,48.83753200120547,2.356376201129492
14,48.84327299459135,2.325686697742374
13,48.83509999899325,2.374136200257407
19,48.87251000112646,2.376929998407453
17,48.88289299485878,2.290910999192218
13,48.83654400325883,2.352512000042114
12,48.835723996632595,2.39923569387775
13,48.82539699680175,2.3791535045199
12,48.83741399722167,2.407754994580552
17,48.892960000437206,2.313788698621162
18,48.900475002626806,2.34420319756434
12,48.837726995489135,2.402113196338752
17,48.900325997122984,2.31996769824329
20,48.863289999080784,2.399366096505768
16,48.83868999592799,2.255132002090141
17,48.88873999896361,2.307280501319451
12,48.84454299952191,2.390047305044818
13,48.82159399990039,2.343391197694589
13,48.818583999961234,2.3618389958325
15,48.83767999913995,2.31086800518268
19,48.89175399505246,2.37535049807699
13,48.82401999528482,2.364676205716356
15,48.83908999606416,2.30857399460478
15,48.83914600041988,2.304925697969642
18,48.88986599648489,2.34087469340402
15,48.85389999516803,2.29125199710989
15,48.84770999786588,2.30311940050037
20,48.86454999762598,2.39091250625289
19,48.878178001610266,2.385594400514009
12,48.84771299638535,2.391366504501
20,48.87513999954706,2.38970730195932
15,48.845244999110626,2.31011399961611
17,48.89272699792361,2.32562570662199
18,48.89890300087766,2.342260596945913
15,48.84264399859027,2.291643899918722
20,48.86489499706387,2.399249295365269
15,48.84827800176365,2.293747196119096
16,48.87370299606219,2.284603796171057
20,48.8563539946682,2.405903802905171
13,48.82916000091122,2.36538619878218
13,48.819645000508295,2.345151703232206
17,48.88158400088541,2.31436039845887
20,48.85591000281051,2.395004304099227
14,48.82573700028502,2.30223399432492
12,48.84204000188856,2.376873702749012
15,48.8347660000845,2.30518460267915
20,48.85565600282834,2.40589479330807
20,48.873848003128906,2.396152303446355
19,48.89385600172394,2.380880005367734
16,48.85375600172467,2.265501503754302
