DOMANIALITE,ARRONDISSEMENT,GENRE,ESPECE,VARIETE OUCULTIVAR,CIRCONFERENCE (cm),HAUTEUR (m),STADE DE DEVELOPPEMENT,latitude,longitude
Alignement,13,Toona,sinensis,,20,5,Jeune (arbre),48.83755444599299,2.354726290396608
Alignement,19,Tilia,x europaea,''Euchlora'',80,12,Adulte,48.8773102332101,2.39525094129923
Alignement,19,Tilia,x europaea,''Euchlora'',40,7,Jeune (arbre),48.88690555917915,2.37556600586014
Alignement,15,Carpinus,betulus,''Fastigiata'',75,10,Adulte,48.8331986625184,2.307372777625364
Alignement,14,Magnolia,grandiflora,,85,6,Jeune (arbre)Adulte,48.82142586281052,2.32819417696948
Alignement,12,Fraxinus,americana,,55,5,Jeune (arbre)Adulte,48.83475637653018,2.40514805623504
Alignement,18,Aesculus,x carnea,''Briotii'',72,7,Jeune (arbre)Adulte,48.899351538307364,2.3407955306542
Alignement,14,Platanus,x hispanica,,130,12,Jeune (arbre)Adulte,48.83333448645155,2.33174218409915
Alignement,12,Tilia,tomentosa,,85,10,Jeune (arbre)Adulte,48.835443230216285,2.38505247608
Alignement,14,Celtis,australis,,20,5,,48.82980681368963,2.307242835861584
Alignement,17,Platanus,x hispanica,,45,7,Jeune (arbre),48.89063747927907,2.32023711065223
Alignement,14,Platanus,x hispanica,,110,15,Jeune (arbre)Adulte,48.83318825651682,2.337132095387363
Alignement,16,Corylus,colurna,,77,8,Adulte,48.87322765805769,2.266591133067
Alignement,12,Tilia,tomentosa,,20,5,Jeune (arbre),48.84051427952413,2.388524300949239
Alignement,16,Acer,platanoides,,61,10,Adulte,48.841580905011774,2.258841194787006
Alignement,16,Platanus,x hispanica,,75,11,Jeune (arbre)Adulte,48.87646161836537,2.282768044250057
Alignement,12,Platanus,x hispanica,,120,14,Adulte,48.84421167653559,2.44223482874127
Alignement,20,Tilia,tomentosa,,90,8,Adulte,48.86720340194191,2.400569245053428
Alignement,14,Acer,platanoides,,80,6,Jeune (arbre),48.83598216240514,2.33195475187808
Alignement,18,Platanus,x hispanica,,45,10,Jeune (arbre),48.89650772760348,2.345401926703235
Alignement,14,Fraxinus,ornus,,55,6,Jeune (arbre),48.81879911202866,2.329826563766675
Alignement,16,Tilia,x europaea,''Euchlora'',70,10,Jeune (arbre)Adulte,48.85376974613867,2.26092153304519
Alignement,13,Sophora,japonica,,85,10,Adulte,48.826250522155405,2.343868049647791
Alignement,12,Platanus,x hispanica,,180,20,Adulte,48.84259257683492,2.43915668043446
Alignement,15,Tilia,tomentosa,,100,12,Adulte,48.84174060023412,2.28664022906629
Alignement,16,Aesculus,hippocastanum,,60,8,Jeune (arbre),48.87677264536909,2.272633790498279
Alignement,19,Pyrus,calleryana,''Chanticleer'',20,5,,48.887290537019,2.393905017137441
Alignement,20,Platanus,x hispanica,,80,8,Jeune (arbre)Adulte,48.85714541234516,2.393519619725221
Alignement,18,Platanus,x hispanica,,20,5,,48.893569150467094,2.327720732408969
Alignement,20,Aesculus,x carnea,,30,6,Jeune (arbre)Adulte,48.847269476609256,2.4101421735523
Alignement,12,Platanus,x hispanica,,155,15,Adulte,48.849069268140475,2.37145650596572
Alignement,12,Platanus,n. sp.,,55,10,Jeune (arbre)Adulte,48.8409826743249,2.3892088664633
Alignement,14,Platanus,x hispanica,,85,10,Jeune (arbre)Adulte,48.83807952878017,2.336116408263422
Alignement,19,Catalpa,bignonioides,,115,9,Adulte,48.900260769254764,2.387982974524163
Alignement,16,Platanus,x hispanica,,46,6,Jeune (arbre),48.86641363747763,2.28981680637031
Alignement,20,Platanus,x hispanica,,75,10,Jeune (arbre)Adulte,48.85060854099002,2.411278673079495
Alignement,12,Aesculus,hippocastanum,,70,8,Jeune (arbre),48.83616072675701,2.422737236084704
Alignement,16,Aesculus,hippocastanum,,200,16,Adulte,48.87611398662748,2.256416700481109
Alignement,17,Gymnocladus,dioica,,35,6,Jeune (arbre),48.878762108028695,2.29850456159615
Alignement,16,Aesculus,x carnea,,115,16,Adulte,48.85835496712671,2.26761985286515
Alignement,12,Tilia,platyphyllos,,140,16,Adulte,48.83346524891278,2.438206471227304
Alignement,14,Fraxinus,angustifolia,''Monophylla'',120,8,Adulte,48.820517978885135,2.343510397445123
Alignement,15,Zelkova,serrata,''Flekova'' GREEN VASE,20,5,,48.84769943436113,2.299923573965221
Alignement,16,Tilia,x europaea,''Euchlora'',60,9,Jeune (arbre)Adulte,48.85280054253146,2.26005343711011
Alignement,18,Aesculus,hippocastanum,,108,10,Adulte,48.90111288035121,2.33990136304911
Alignement,15,Sophora,japonica,,105,10,Adulte,48.833215366984696,2.289013935341719
Alignement,14,Platanus,x hispanica,,245,20,Mature,48.83881666075546,2.3297832421399
Alignement,16,Sophora,japonica,,20,5,,48.8487434079777,2.270368694957847
Alignement,17,Pyrus,calleryana,''Chanticleer'',55,6,Adulte,48.89294485998995,2.3268534103173
Alignement,19,Aesculus,hippocastanum,,110,15,Adulte,48.87768683839789,2.37825532468667
Alignement,13,Prunus,serrulata,''Amanogawa'',45,8,Jeune (arbre)Adulte,48.82239898845333,2.36191169824002
Alignement,13,Fraxinus,excelsior,''Diversifolia'',35,8,Jeune (arbre),48.82044196370896,2.34402343450515
Alignement,15,Tilia,x europaea,''Pallida'',60,10,Adulte,48.841701401729466,2.281323434439585
Alignement,19,Quercus,ilex,,20,5,,48.88403064662951,2.3866690367876
Alignement,15,Cercis,siliquastrum,,40,5,Adulte,48.834632053740435,2.269341462501268
Alignement,13,Aesculus,hippocastanum,''Baumannii'',85,10,Jeune (arbre)Adulte,48.824444491298685,2.363308058611101
Alignement,12,Aesculus,x carnea,,90,10,Adulte,48.849219189539454,2.38408717971326
Alignement,16,Tilia,cordata,''Greenspire'',0,0,,48.84867316805041,2.25792482133131
Alignement,17,Acer,pseudoplatanus,''Atropurpureum'',48,6,Jeune (arbre)Adulte,48.889377324602435,2.319004217727878
Alignement,16,Tilia,tomentosa,,110,10,Adulte,48.84923947114693,2.2664768858933
Alignement,18,Carpinus,betulus,''Fastigiata'',93,14,Jeune (arbre)Adulte,48.89745877947939,2.33659528974831
Alignement,16,Platanus,x hispanica,,20,5,,48.86758449406702,2.27257217544647
Alignement,13,Toona,sinensis,,155,12,Adulte,48.837129068607005,2.35319357286858
Alignement,16,Platanus,x hispanica,,100,12,Jeune (arbre)Adulte,48.866380525838004,2.299461566961232
Alignement,20,Carpinus,betulus,''Fastigiata'',55,8,Jeune (arbre)Adulte,48.85206484069607,2.41264015146552
Alignement,13,Aesculus,x carnea,''Briotii'',30,4,Jeune (arbre),48.822359318638796,2.36732849073095
Alignement,17,Acer,platanoides,''Globosum'',47,5,Jeune (arbre)Adulte,48.8903046187233,2.295967657548323
Alignement,16,Aesculus,hippocastanum,,195,18,Adulte,48.854376435696174,2.24222032672949
Alignement,12,Trachycarpus,fortunei,,60,5,Adulte,48.83513468920298,2.407391950730338
Alignement,18,Gleditsia,triacanthos f. Inermis,,35,5,Jeune (arbre),48.899776889334724,2.329796566007111
Alignement,13,Platanus,orientalis,,95,12,Adulte,48.83159960836532,2.34271726195595
Alignement,16,Platanus,x hispanica,,62,8,Jeune (arbre)Adulte,48.87394193799102,2.27795998690042
Alignement,16,Aesculus,hippocastanum,,132,11,Adulte,48.86411970071587,2.27247953905543
Alignement,13,Lagerstroemia,indica,,20,3,Jeune (arbre),48.822433522503964,2.346646631673835
Alignement,16,Platanus,x hispanica,,115,12,Adulte,48.875374192838386,2.27944438029872
Alignement,15,Tilia,tomentosa,,65,8,Adulte,48.83565717848549,2.301681774173634
Alignement,15,Sophora,japonica,,100,12,Adulte,48.841335925277896,2.306921743166517
Alignement,19,Quercus,n. sp.,,60,10,Jeune (arbre)Adulte,48.87839302751159,2.409132938407642
Alignement,14,Platanus,x hispanica,,170,15,Mature,48.836506918254685,2.334321410299825
Alignement,18,Celtis,australis,,70,7,Adulte,48.88273153029613,2.33636880048493
Alignement,17,Tilia,x europaea,''Euchlora'',100,10,Adulte,48.885918553787164,2.2848926527608
Alignement,14,Sophora,japonica,,45,5,Jeune (arbre),48.839614015598734,2.328895041179718
Alignement,15,Platanus,x hispanica,,195,18,Adulte,48.84483496818294,2.290501489792114
Alignement,12,Quercus,robur,,30,5,Jeune (arbre),48.84400444565202,2.446113587140746
Alignement,19,Platanus,x hispanica,,95,16,Adulte,48.88783476456815,2.389795860677803
Alignement,16,Platanus,x hispanica,,170,16,Adulte,48.86796138093649,2.295473207011528
Alignement,13,Carpinus,betulus,''Fastigiata'',30,5,Jeune (arbre),48.82489342632887,2.359814644031212
Alignement,16,Platanus,x hispanica,,70,13,Jeune (arbre)Adulte,48.84032251577004,2.26305770654977
Alignement,19,Liquidambar,styraciflua,,90,15,Adulte,48.88491538032883,2.390187678242381
Alignement,12,Aesculus,n. sp.,,45,5,Jeune (arbre)Adulte,48.84751903186196,2.39544439275283
Alignement,15,Sophora,japonica,,45,8,Adulte,48.847016545223624,2.29262079097676
Alignement,19,Platanus,x hispanica,,90,15,Adulte,48.883749898500916,2.38960147621754
Alignement,18,Tilia,n. sp.,,100,16,Adulte,48.893979347052706,2.331982109990627
Alignement,14,Platanus,x hispanica,,60,10,Jeune (arbre)Adulte,48.8375290002765,2.33557405922287
Alignement,16,Aesculus,hippocastanum,''Baumannii'',115,14,Adulte,48.87686936383893,2.274598145780178
Alignement,16,Aesculus,hippocastanum,,60,9,Jeune (arbre)Adulte,48.861543635251685,2.267672487144006
Alignement,17,Platanus,x hispanica,,24,5,Jeune (arbre),48.880201544672865,2.294875155090587
Alignement,12,Aesculus,hippocastanum,,70,10,Adulte,48.837603740936736,2.413344441909397
Alignement,16,Platanus,x hispanica,,126,12,Adulte,48.83535050078877,2.25556371310852
Alignement,18,Carpinus,betulus,''Frans Fontaine'',30,7,Jeune (arbre),48.894804439634626,2.34348256196074
Alignement,18,Prunus,serrulata,''Sunset Boulevard'',50,6,Jeune (arbre),48.89141761071676,2.343654927535875
Alignement,13,Prunus,serrula,,66,6,Adulte,48.835503992229675,2.373033287609641
Alignement,15,Platanus,x hispanica,,130,12,Adulte,48.83722306408608,2.27724321444307
Alignement,13,Carpinus,betulus,,70,12,Adulte,48.83659096929246,2.373969782262192
Alignement,18,Platanus,x hispanica,,27,5,Jeune (arbre),48.90120804676386,2.34232253992773
Alignement,20,Tilia,cordata,,90,10,Adulte,48.87524636602622,2.40570536556195
Alignement,13,Platanus,occidentalis,,100,15,Adulte,48.832278421990445,2.36100552885661
Alignement,12,Platanus,x hispanica,,130,20,Adulte,48.84696888677078,2.38410129318339
Alignement,13,Platanus,occidentalis,,90,9,Adulte,48.830555819889845,2.35207194974248
Alignement,13,Tilia,tomentosa,,110,10,Adulte,48.82099169072039,2.37231206056341
Alignement,14,Tilia,cordata,,130,10,Jeune (arbre)Adulte,48.83753950154065,2.323294165986535
Alignement,15,Platanus,x hispanica,,175,15,Adulte,48.83609089927687,2.277675645779
Alignement,12,Platanus,x hispanica,,65,10,Jeune (arbre)Adulte,48.84761854641553,2.389812804342972
Alignement,17,Acer,campestre,,47,6,Jeune (arbre),48.89969870365984,2.321573934557893
Alignement,12,Cercis,siliquastrum,,20,5,,48.84507597203007,2.3820445966682
Alignement,14,Acer,pseudoplatanus,,90,8,Jeune (arbre)Adulte,48.839991147289226,2.33013218591972
Alignement,16,Sophora,japonica,,33,5,Jeune (arbre),48.83865933343625,2.255059343399803
Alignement,12,Aesculus,hippocastanum,,90,12,Jeune (arbre)Adulte,48.844120534726606,2.44315156201181
Alignement,15,Pterocarya,fraxinifolia,,90,7,Adulte,48.85178785533799,2.282270296115799
Alignement,19,Populus,x canadensis,''Robusta'',115,15,Jeune (arbre)Adulte,48.88609463797494,2.373529307224891
Alignement,18,Sophora,japonica,,126,16,Mature,48.8896790474676,2.338671633566599
Alignement,18,Populus,alba,''Pyramidalis'',106,15,Jeune (arbre)Adulte,48.90080773685987,2.344545880272969
Alignement,17,Ulmus,n. sp.,,120,13,Adulte,48.87760447358476,2.29761250680447
Alignement,19,Aesculus,hippocastanum,''Baumannii'',125,20,Adulte,48.88616103790504,2.39118157374887
Alignement,15,Tilia,tomentosa,,30,6,Jeune (arbre),48.83450705993566,2.30549250089736
Alignement,13,Pyrus,calleryana,''Chanticleer'',45,5,Jeune (arbre),48.81596148470218,2.35912702162672
Alignement,13,Tilia,tomentosa,,115,12,Adulte,48.830521898689774,2.35478253901474
Alignement,19,Platanus,x hispanica,,200,25,Mature,48.87795582212862,2.40580849222932
Alignement,16,Sophora,japonica,,120,12,Adulte,48.84397441015571,2.25535204016156
Alignement,16,Tilia,cordata,,155,18,Adulte,48.85567526762359,2.285171334002215
Alignement,20,Pyrus,calleryana,''Chanticleer'',75,8,Jeune (arbre)Adulte,48.84879702973326,2.413057590904831
Alignement,19,Tilia,x europaea,''Pallida'',105,10,Mature,48.88863544349953,2.378644815078207
Alignement,12,Aesculus,hippocastanum,,40,6,Jeune (arbre),48.83000116840752,2.464811997044266
Alignement,20,Malus,trilobata,,40,6,Jeune (arbre),48.86500648299264,2.388534599822239
Alignement,14,Sophora,japonica,,70,6,Jeune (arbre),48.82733515755766,2.33537855398569
Alignement,14,Tilia,cordata,,95,6,Jeune (arbre)Adulte,48.834969490124756,2.3297058575575
Alignement,12,Platanus,x hispanica,,20,5,,48.84633056754451,2.378485662616428
Alignement,13,Platanus,occidentalis,,110,12,Adulte,48.81924250479644,2.358989996650161
Alignement,19,Sophora,japonica,,50,6,Jeune (arbre),48.89956644572735,2.376279100845571
Alignement,13,Tilia,platyphyllos,,50,8,Jeune (arbre)Adulte,48.82926363710587,2.383284626711957
Alignement,12,Platanus,x hispanica,,135,16,Jeune (arbre)Adulte,48.83015421556554,2.433970230560625
Alignement,13,Aesculus,hippocastanum,''Baumannii'',70,10,Jeune (arbre)Adulte,48.83498976423142,2.34395652889955
Alignement,16,Platanus,x hispanica,,20,5,,48.86365785883391,2.297463403218727
Alignement,14,Platanus,x hispanica,,185,15,Adulte,48.837353088125305,2.3285573847816
Alignement,16,Ailanthus,altissima,,178,13,Adulte,48.8650322623176,2.29974201051693
Alignement,17,Pyrus,calleryana,''Chanticleer'',25,4,Jeune (arbre),48.893655245472324,2.314726959459026
Alignement,16,Aesculus,hippocastanum,,98,11,Adulte,48.86357188383023,2.282866430398285
Alignement,13,Fraxinus,excelsior,,30,8,Jeune (arbre),48.8249423929395,2.341676199571762
Alignement,16,Tilia,cordata,''Greenspire'',20,5,,48.85267470610178,2.26013965214155
Alignement,13,Malus,tschonoskii,,70,10,Adulte,48.82685040161248,2.349656384684408
Alignement,12,Platanus,x hispanica,,35,5,Jeune (arbre),48.84751903349958,2.38769703262457
Alignement,18,Acer,campestre,,20,5,,48.89207489030052,2.34650459863021
Alignement,17,Sophora,japonica,,55,8,Jeune (arbre)Adulte,48.88411250017595,2.295393721467653
Alignement,12,Gleditsia,triacanthos,,90,10,Adulte,48.84188003692027,2.391782300205177
Alignement,13,Celtis,australis,,115,12,Adulte,48.81970065921697,2.345656975217891
Alignement,16,Sophora,japonica,,94,10,Adulte,48.837499829581525,2.258211081111662
Alignement,20,Ulmus,,''Nanguen'' LUTECE,40,6,Jeune (arbre)Adulte,48.87589159754656,2.406749220358933
Alignement,18,Pyrus,calleryana,''Chanticleer'',50,8,Jeune (arbre)Adulte,48.893859848876595,2.35140801287853
Alignement,16,Prunus,serrulata,''Kanzan'',47,5,Jeune (arbre)Adulte,48.86674303032404,2.28486076893705
Alignement,20,Celtis,australis,,80,8,Adulte,48.872646941181536,2.407825916315099
Alignement,13,Acer,platanoides,''Crimson King'',40,8,Jeune (arbre),48.819594387055815,2.348464950336586
Alignement,12,Aesculus,hippocastanum,,105,12,Adulte,48.84412322060982,2.44512711581737
Alignement,17,Quercus,cerris,,33,5,Jeune (arbre),48.900333330859574,2.32010309659228
Alignement,16,Platanus,x hispanica,,160,22,Adulte,48.847908153322976,2.271745176940423
Alignement,16,Ulmus,,''Nanguen'' LUTECE,20,5,,48.85293190521526,2.241483997278193
Alignement,12,Fraxinus,angustifolia,''Raywood'',45,5,Jeune (arbre)Adulte,48.83358664241157,2.402232370281118
Alignement,12,Platanus,x hispanica,,20,5,Jeune (arbre),48.82936376707281,2.421589330405762
Alignement,12,Aesculus,hippocastanum,,105,12,Jeune (arbre),48.83679074578881,2.42439602896921
Alignement,17,Platanus,x hispanica,,162,14,Adulte,48.89379441029484,2.31254653990803
Alignement,17,Ulmus,n. sp.,,150,17,Adulte,48.87529710190153,2.29593819238031
Alignement,13,Platanus,occidentalis,,165,16,Adulte,48.83007359918938,2.347713100869154
Alignement,14,Melia,azedarach,,20,5,,48.82174920332601,2.32597334422664
Alignement,13,Sophora,japonica,,75,12,Jeune (arbre)Adulte,48.827777305688,2.341742646534167
Alignement,19,Fraxinus,excelsior,''Diversifolia'',90,10,Adulte,48.889873477787766,2.372038800905935
Alignement,15,Gleditsia,triacanthos,,100,10,Adulte,48.82829761488899,2.3032967551389
Alignement,15,Aesculus,hippocastanum,''Baumannii'',160,12,Adulte,48.84365377593891,2.312178198075626
Alignement,19,Sophora,japonica,,30,5,Jeune (arbre),48.88968179003828,2.37556986180341
Alignement,20,Robinia,pseudoacacia,,80,8,Adulte,48.87512427259637,2.398864639901453
Alignement,17,Sophora,japonica,,110,12,Adulte,48.88930349100236,2.318582353278927
Alignement,13,Sophora,japonica,,90,10,Jeune (arbre)Adulte,48.82610897668605,2.354844045021488
Alignement,19,Tilia,tomentosa,,80,10,Jeune (arbre)Adulte,48.88553189770337,2.37005562408578
Alignement,16,Juglans,nigra,,60,8,Jeune (arbre)Adulte,48.86001492100051,2.27399165025377
Alignement,13,Celtis,australis,,80,8,Adulte,48.81968613109799,2.34709111829967
Alignement,13,Carpinus,betulus,''Fastigiata'',60,10,Jeune (arbre)Adulte,48.82494403935931,2.36001555925668
Alignement,14,Platanus,x hispanica,,165,12,Adulte,48.81976334664639,2.329505125604753
Alignement,16,Aesculus,hippocastanum,,85,10,Jeune (arbre)Adulte,48.863243711089055,2.28576913516497
Alignement,20,Corylus,colurna,,85,8,Adulte,48.8701147350086,2.381363601639658
Alignement,16,Aesculus,hippocastanum,,94,12,Adulte,48.85788923885825,2.26866906373823
Alignement,14,Platanus,x hispanica,,95,10,Jeune (arbre)Adulte,48.82235825628407,2.32236275180298
Alignement,20,Aesculus,hippocastanum,,35,5,Jeune (arbre),48.87119038332071,2.393003921207877
Alignement,12,Acer,freemanii,''Jeffersred'' AUTUMN BLAZE,35,10,Jeune (arbre)Adulte,48.8424699859922,2.41304229500804
Alignement,19,Platanus,x hispanica,,115,18,Adulte,48.886820592460666,2.38529729110314
Alignement,20,Platanus,x hispanica,,65,15,Jeune (arbre)Adulte,48.873806936148235,2.38680899065812
Alignement,16,Prunus,x schmittii,,20,5,,48.86897194328959,2.27557273561513
Alignement,14,Aesculus,hippocastanum,''Baumannii'',15,3,Jeune (arbre),48.83469838453306,2.340818689347793
Alignement,20,Sophora,japonica,,180,15,Adulte,48.8678526507411,2.38272300134168
Alignement,13,Platanus,x hispanica,,65,10,Jeune (arbre),48.83446690072484,2.36641531261588
Alignement,12,Castanea,n. sp.,,45,6,Jeune (arbre),48.83922628091642,2.45975164260785
Alignement,13,Prunus,avium,,80,8,Jeune (arbre)Adulte,48.82951886981959,2.358645983681248
Alignement,16,Platanus,x hispanica,,195,18,Adulte,48.844823362247496,2.26658561752176
Alignement,19,Tilia,n. sp.,,100,5,Adulte,48.88662239189559,2.371779122064693
Alignement,15,Aesculus,x carnea,''Briotii'',55,8,Jeune (arbre)Adulte,48.832423467374575,2.289315316547561
Alignement,19,Platanus,x hispanica,,120,20,Adulte,48.90128961979379,2.386996804682642
Alignement,15,Morus,alba,,110,10,Adulte,48.83882535317737,2.277174930623331
Alignement,16,Platanus,x hispanica,,289,25,Adulte,48.84626682300252,2.273725565782393
Alignement,16,Aesculus,hippocastanum,,20,5,,48.8572279230901,2.264333568602937
Alignement,12,Platanus,x hispanica,,250,20,Adulte,48.82209542245105,2.446044153853582
Alignement,12,Tilia,tomentosa,,70,10,Adulte,48.851106278890654,2.368801555949868
Alignement,12,Aesculus,hippocastanum,,30,5,Jeune (arbre),48.83792353933563,2.413460723146054
Alignement,16,Aesculus,hippocastanum,''Baumannii'',133,11,Adulte,48.84797382694858,2.24475646365775
Alignement,19,Corylus,colurna,,45,5,Jeune (arbre),48.88216774420486,2.394499113348026
Alignement,17,Platanus,x hispanica,,190,20,Adulte,48.89795299057994,2.32875935929952
Alignement,15,Cercis,siliquastrum,,85,8,Adulte,48.850250124868055,2.288510227531413
Alignement,19,Ulmus,,''Nanguen'' LUTECE,45,8,Jeune (arbre),48.89575029166553,2.373182380831455
Alignement,12,Acer,n. sp.,,55,10,Jeune (arbre)Adulte,48.847167772212565,2.397025400105572
Alignement,20,Platanus,x hispanica,,50,12,Jeune (arbre)Adulte,48.86460695666457,2.407553787949842
Alignement,12,Aesculus,n. sp.,,180,10,Adulte,48.847671811799685,2.3959104052069
Alignement,14,Aesculus,hippocastanum,''Baumannii'',135,10,Adulte,48.83452847819843,2.33352893487269
Alignement,20,Tilia,tomentosa,,45,6,Jeune (arbre)Adulte,48.86321047278388,2.38847168568717
Alignement,15,Liquidambar,styraciflua,,95,10,Adulte,48.84830105592256,2.302285564572005
Alignement,16,Sophora,japonica,,127,14,Adulte,48.84617656029883,2.27260753977936
Alignement,15,Sophora,japonica,,30,6,Jeune (arbre)Adulte,48.84640447895801,2.280437932806958
Alignement,16,Acer,opalus,,19,5,Jeune (arbre),48.84508172471726,2.257561757518023
Alignement,20,Acer,platanoides,''Columnare'',70,12,Adulte,48.863936240152235,2.39772894415956
Alignement,16,Prunus,sargentii,,20,4,,48.84451551953054,2.252163234767474
Alignement,14,Sophora,japonica,,125,10,Jeune (arbre)Adulte,48.830883150928955,2.317876524330851
Alignement,16,Tilia,cordata,''Greenspire'',45,7,Jeune (arbre)Adulte,48.86187699017584,2.24695342709367
Alignement,13,Sophora,japonica,,90,10,Adulte,48.82753642703701,2.37075633127472
Alignement,14,Platanus,x hispanica,,205,20,Mature,48.83870585982843,2.3295635794338
Alignement,13,Aesculus,x carnea,''Briotii'',75,6,Adulte,48.82042359419889,2.3558746729608
Alignement,12,Platanus,x hispanica,,60,10,Jeune (arbre)Adulte,48.83112430692017,2.398959798390547
Alignement,14,Platanus,x hispanica,,50,6,Jeune (arbre),48.824249256153955,2.318305038744951
Alignement,16,Aesculus,hippocastanum,,109,13,Adulte,48.86352534885968,2.28326686124412
Alignement,16,Acer,pseudoplatanus,''Bruchem'',25,6,Jeune (arbre),48.84591244818842,2.272342181836737
Alignement,19,Parrotia,persica,''Vanessa'',20,5,,48.881275707886005,2.379486546340124
Alignement,14,Platanus,x hispanica,,230,20,Mature,48.83838330525747,2.32946315970177
Alignement,15,Platanus,occidentalis,,65,10,Adulte,48.845909491144404,2.311252915230139
Alignement,13,Tilia,tomentosa,,40,5,Jeune (arbre),48.8287470423871,2.35334246684657
Alignement,13,Toona,sinensis,,125,7,Jeune (arbre)Adulte,48.833782763185695,2.354072398947635
Alignement,18,Sophora,japonica,,78,7,Jeune (arbre),48.89774416434988,2.35245716969142
Alignement,19,Platanus,orientalis,,75,10,Jeune (arbre)Adulte,48.87593861915401,2.381643165667505
Alignement,18,Crataegus,laevigata,,70,6,Adulte,48.895071005144956,2.340302502993928
Alignement,15,Juglans,nigra,,40,8,Jeune (arbre)Adulte,48.84001735292681,2.285050946473332
Alignement,13,Platanus,occidentalis,,285,30,Mature,48.82095618212926,2.354064425375902
Alignement,14,Aesculus,hippocastanum,''Baumannii'',50,6,Jeune (arbre),48.834376449593044,2.33484102604931
Alignement,12,Sophora,japonica,,75,10,Jeune (arbre)Adulte,48.84656911439379,2.400141513922781
Alignement,15,Corylus,colurna,,35,6,Adulte,48.85154916695657,2.291577084454053
Alignement,16,Tilia,,,50,5,Jeune (arbre),48.856620795173725,2.2720546073654
Alignement,15,Aesculus,hippocastanum,''Baumannii'',130,10,Adulte,48.83709467423507,2.273572421064111
Alignement,13,Populus,n. sp.,,40,8,Jeune (arbre)Adulte,48.81941674972401,2.353151207508436
Alignement,16,Aesculus,hippocastanum,,69,10,Jeune (arbre)Adulte,48.84651602369996,2.250992830719453
Alignement,16,Tilia,tomentosa,,70,12,Adulte,48.875398740136305,2.283777510153105
Alignement,15,Platanus,x hispanica,,90,12,Adulte,48.840919236158534,2.29988012407602
Alignement,12,Tilia,tomentosa,,85,5,Jeune (arbre)Adulte,48.83313913894673,2.402711790496835
Alignement,19,Platanus,x hispanica,,20,5,,48.89903981003631,2.37044091116306
Alignement,15,Platanus,x hispanica,,65,10,Adulte,48.846536098717934,2.311858286824609
Alignement,20,Malus,tschonoskii,,35,6,Jeune (arbre),48.85334931893023,2.40949572376845
Alignement,13,Platanus,occidentalis,,105,13,Adulte,48.82940140718382,2.3489575497068
Alignement,17,Acer,platanoides,,30,4,Jeune (arbre),48.89272228623313,2.310028552050143
Alignement,20,Prunus,dulcis,,60,6,Jeune (arbre)Adulte,48.86711572698865,2.389174620166937
Alignement,18,Platanus,x hispanica,,50,7,Jeune (arbre),48.89565592928325,2.35884209685302
Alignement,20,Acer,platanoides,''Globosum'',35,3,Jeune (arbre),48.86821641226998,2.38201828999412
Alignement,18,Aesculus,x carnea,,20,5,,48.885826836612935,2.33796748199883
Alignement,16,Pyrus,calleryana,''Chanticleer'',61,8,Adulte,48.84075521309546,2.25867644775374
Alignement,12,Acer,n. sp.,,45,10,Jeune (arbre)Adulte,48.847289255864496,2.397023381278716
Alignement,16,Aesculus,x carnea,''Briotii'',35,4,Jeune (arbre),48.85114835929796,2.23448480219387
Alignement,16,Platanus,x hispanica,,50,10,Jeune (arbre)Adulte,48.849917237077065,2.25973851894409
Alignement,17,Platanus,x hispanica,,127,14,Adulte,48.88073250183896,2.31090654947634
Alignement,15,Celtis,australis,,75,7,Adulte,48.82777955477175,2.2989858643405
Alignement,12,Tilia,platyphyllos,,30,5,Jeune (arbre),48.8328889650009,2.446351589991641
Alignement,19,Pyrus,calleryana,''Chanticleer'',25,5,Jeune (arbre),48.881762066682626,2.37187627495205
Alignement,16,Aesculus,hippocastanum,,190,16,Adulte,48.86324803548368,2.28712191292641
Alignement,17,Platanus,x hispanica,,80,11,Adulte,48.88766306996459,2.305137142244866
Alignement,15,Aesculus,hippocastanum,''Baumannii'',70,12,Adulte,48.84494528225361,2.292666918960602
Alignement,15,Juglans,nigra,,45,8,Jeune (arbre)Adulte,48.8396709858954,2.28450473045301
Alignement,12,Quercus,n. sp.,,45,8,Jeune (arbre),48.830470181655684,2.460305843948363
Alignement,14,Tilia,tomentosa,,80,7,Jeune (arbre)Adulte,48.827074110832235,2.331098440641152
Alignement,13,Lagerstroemia,indica,,40,5,Jeune (arbre)Adulte,48.8253518287079,2.35534946896808
Alignement,14,Aesculus,hippocastanum,''Baumannii'',75,6,Jeune (arbre),48.83450010957831,2.33631534260428
Alignement,19,Populus,nigra,''Italica'',25,5,Jeune (arbre),48.8840926324396,2.36988965137622
Alignement,14,Gleditsia,triacanthos,''Skyline'',55,6,Jeune (arbre),48.82199970025685,2.325930470873582
Alignement,12,Ulmus,glabra,''Pendula'',75,5,Jeune (arbre)Adulte,48.84585168501588,2.395543054263299
Alignement,19,Aesculus,x carnea,,20,5,Jeune (arbre),48.89582798256704,2.378987310054036
Alignement,18,Aesculus,x carnea,''Briotii'',128,9,Adulte,48.89922402902589,2.337683062407348
Alignement,13,Populus,alba,''Raket'',100,15,Adulte,48.819393818829916,2.35309529756487
Alignement,14,Platanus,x hispanica,,110,12,Jeune (arbre)Adulte,48.83276367509833,2.338495540448143
Alignement,14,Acer,pseudoplatanus,,80,8,,48.83491282770786,2.314616256556685
