ID DECLARATION;TYPE DECLARATION;SOUS TYPE DECLARATION;ADRESSE;CODE POSTAL;VILLE;ARRONDISSEMENT;CONSEIL DE QUARTIER;DATE DECLARATION;ANNEE DECLARATION;MOIS DECLARATION;OUTIL SOURCE;INTERVENANT;ID_DMR;geo_shape;geo_point_2d;mois_annee_decla
24538;Arbres, végétaux et animaux;Pelouse en mauvais état;18 Boulevard Jules Ferry, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2021-06-09;2021;6;IOPage DMR Paris.fr application;;A2021F024538;"{""coordinates"": [2.368387694725696, 48.86799999729281], ""type"": ""Point""}";48.86799999729281,2.368387694725696;2021-06
49740;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;4 Rue de la Py, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2021-06-18;2021;6;Androï;DPE-STPP-DT;G2021F049740;"{""coordinates"": [2.405655593834452, 48.86485699572409], ""type"": ""Point""}";48.86485699572409,2.405655593834452;2021-06
42138;Arbres, végétaux et animaux;Herbes éparses;148 rue de Tocqueville, 75017 PARIS;75017;Paris 17;17;PEREIRE - MALESHERBES;2021-06-15;2021;6;Page DMR Paris.fr;DPE-STPP-DT;S2021F042138;"{""coordinates"": [2.304718293874363, 48.889719995466876], ""type"": ""Point""}";48.889719995466876,2.304718293874363;2021-06
52880;Arbres, végétaux et animaux;Herbes éparses;141B Rue La Fayette, 75010 PARIS;75010;Paris 10;10;SAINT - VINCENT DE PAUL - LARIBOISIERE;2022-02-23;2022;2;Androï;DPE-STPP-DT;G2022B052880;"{""coordinates"": [2.3556323005858415, 48.87911600037075], ""type"": ""Point""}";48.87911600037075,2.3556323005858415;2022-02
65393;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'essaim ou de nid d'insectes;13 rue Feutrier, 75018 PARIS;75018;Paris 18;18;MONTMARTRE;2021-07-26;2021;7;Page DMR Paris.fr;;S2021G065393;"{""coordinates"": [2.3464167057037035, 48.886883003513965], ""type"": ""Point""}";48.886883003513965,2.3464167057037035;2021-07
73484;Arbres, végétaux et animaux;Présence de rats;1 rue du Parc de Montsouris, 75014 PARIS;75014;Paris 14;14;MONTSOURIS - DAREAU;2021-07-29;2021;7;Page DMR Paris.fr;DASES;S2021G073484;"{""coordinates"": [2.334589495862009, 48.82226000215785], ""type"": ""Point""}";48.82226000215785,2.334589495862009;2021-07
5496;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;21 Boulevard du Temple, 75003 PARIS;75001;Paris 1;3;ENFANTS ROUGES;2021-08-03;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H005496;"{""coordinates"": [2.365592199450222, 48.86456300008888], ""type"": ""Point""}";48.86456300008888,2.365592199450222;2021-08
5509;Arbres, végétaux et animaux;Pied d'arbre:Grille d'arbre mal positionnée;71 Rue de Bagnolet, 75020 PARIS;75020;Paris 20;20;REUNION - PERE LACHAISE;2021-08-03;2021;8;Androï;DPE-STPP-DT;G2021H005509;"{""coordinates"": [2.3997329988421616, 48.85792999810393], ""type"": ""Point""}";48.85792999810393,2.3997329988421616;2021-08
57363;Arbres, végétaux et animaux;Présence de souris;2 rue Montmartre, 75001 PARIS;75001;Paris 1;1;LES HALLES;2022-02-25;2022;2;Page DMR Paris.fr;DASES;S2022B057363;"{""coordinates"": [2.346100998831307, 48.863323002059616], ""type"": ""Point""}";48.863323002059616,2.346100998831307;2022-02
3953;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;198 Pont Notre Dame, 75004 PARIS;75001;Paris 1;4;LES ILES;2021-08-02;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H003953;"{""coordinates"": [2.348058198685532, 48.85615499513087], ""type"": ""Point""}";48.85615499513087,2.348058198685532;2021-08
66536;Arbres, végétaux et animaux;Arbre à élaguer;58 Boulevard de Bercy, 75012 PARIS;75012;Paris 12;12;BERCY;2021-07-26;2021;7;IOPage DMR Paris.fr application;DEVE-SAB;A2021G066536;"{""coordinates"": [2.38760380173549, 48.83889000032936], ""type"": ""Point""}";48.83889000032936,2.38760380173549;2021-07
52355;Arbres, végétaux et animaux;Arbre à élaguer;166 Quai de Jemmapes, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2021-08-26;2021;8;IOPage DMR Paris.fr application;DEVE-SAB;A2021H052355;"{""coordinates"": [2.3667311952861594, 48.87861600283839], ""type"": ""Point""}";48.87861600283839,2.3667311952861594;2021-08
56533;Arbres, végétaux et animaux;Pied d'arbre:Élément de grille d'arbre manquant;50 Rue du Vertbois, 75003 PARIS;75001;Paris 1;3;ARTS ET METIERS;2021-08-27;2021;8;IOPage DMR Paris.fr application;DVD;A2021H056533;"{""coordinates"": [2.357035206082263, 48.86730000175441], ""type"": ""Point""}";48.86730000175441,2.357035206082263;2021-08
55784;Arbres, végétaux et animaux;Présence de rats;30 allée des Orgues de Flandre, 75019 PARIS;75019;Paris 19;19;FLANDRE - AUBERVILLIERS;2021-08-27;2021;8;Page DMR Paris.fr;DASES;S2021H055784;"{""coordinates"": [2.375455094818309, 48.89031200280308], ""type"": ""Point""}";48.89031200280308,2.375455094818309;2021-08
5981;Arbres, végétaux et animaux;Herbes éparses;48 Rue de Laborde, 75008 PARIS;75008;Paris 8;8;MAIRIE;2021-08-03;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H005981;"{""coordinates"": [2.3164327040250168, 48.87546500022465], ""type"": ""Point""}";48.87546500022465,2.3164327040250168;2021-08
15045;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;28 boulevard de l'Hôpital, 75005 PARIS;75005;Paris 5;5;JARDIN DES PLANTES;2021-08-07;2021;8;Androï;DEVE-SAB;G2021H015045;"{""coordinates"": [2.36235759733163, 48.84110299805399], ""type"": ""Point""}";48.84110299805399,2.36235759733163;2021-08
62444;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;68 boulevard Barbès, 75018 PARIS;75018;Paris 18;18;GOUTTE D'OR - CHATEAU ROUGE;2022-02-27;2022;2;Androï;DEVE-SAB;G2022B062444;"{""coordinates"": [2.3499271939584547, 48.88881300211462], ""type"": ""Point""}";48.88881300211462,2.3499271939584547;2022-02
54310;Arbres, végétaux et animaux;Présence de rats;30 rue Censier, 75005 PARIS;75005;Paris 5;5;JARDIN DES PLANTES;2022-02-23;2022;2;Page DMR Paris.fr;DASES;S2022B054310;"{""coordinates"": [2.351883998174769, 48.840229998926034], ""type"": ""Point""}";48.840229998926034,2.351883998174769;2022-02
79194;Arbres, végétaux et animaux;Herbes éparses;14 Rue du Général Niox, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2021-07-31;2021;7;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021G079194;"{""coordinates"": [2.2622066016643303, 48.836933003476524], ""type"": ""Point""}";48.836933003476524,2.2622066016643303;2021-07
63982;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence de déjections canines;1z rue Robert Blache, 75010 PARIS;75010;Paris 10;10;GRANGE AUX BELLES - TERRAGE;2022-02-28;2022;2;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022B063982;"{""coordinates"": [2.3638964045969555, 48.877056000918465], ""type"": ""Point""}";48.877056000918465,2.3638964045969555;2022-02
30453;Arbres, végétaux et animaux;Herbes éparses;12 Rue de Surène, 75008 PARIS;75008;Paris 8;8;ELYSEES - MADELEINE;2021-08-16;2021;8;Androï;DPE-STPP-DT;G2021H030453;"{""coordinates"": [2.3208014949860227, 48.870999999514545], ""type"": ""Point""}";48.870999999514545,2.3208014949860227;2021-08
22734;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;155 Avenue de Suffren, 75015 PARIS;75015;Paris 15;15;CAMBRONNE - GARIBALDI;2022-05-10;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E022734;"{""coordinates"": [2.308433500287033, 48.846672003500316], ""type"": ""Point""}";48.846672003500316,2.308433500287033;2022-05
28869;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;2 avenue du Président Kennedy, 75016 PARIS;75016;Paris 16;16;MUETTE SUD;2022-05-12;2022;5;Page DMR Paris.fr;DEVE-SAB;S2022E028869;"{""coordinates"": [2.2876842033618616, 48.857920002463565], ""type"": ""Point""}";48.857920002463565,2.2876842033618616;2022-05
31846;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;119 Rue de Lagny, 75020 PARIS;75020;Paris 20;20;PLAINE LAGNY;2021-09-11;2021;9;Androï;DEVE-SAB;G2021I031846;"{""coordinates"": [2.414057506647592, 48.84903999833498], ""type"": ""Point""}";48.84903999833498,2.414057506647592;2021-09
40419;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;59 Avenue de Ségur, 75007 PARIS;75007;Paris 7;7;ECOLE MILITAIRE;2022-05-16;2022;5;IOPage DMR Paris.fr application;DPE-STPP-Fonctionnelle;A2022E040419;"{""coordinates"": [2.307491993883734, 48.848952997944544], ""type"": ""Point""}";48.848952997944544,2.307491993883734;2022-05
31241;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;108 Rue des Maraîchers, 75020 PARIS;75020;Paris 20;20;SAINT BLAISE;2022-05-12;2022;5;Androï;DEVE-SAB;G2022E031241;"{""coordinates"": [2.404990694562572, 48.85684999803604], ""type"": ""Point""}";48.85684999803604,2.404990694562572;2022-05
33548;Arbres, végétaux et animaux;Arbre à élaguer;160 Boulevard Masséna, 75013 PARIS;75013;Paris 13;13;ITALIE - PEUPLIERS - RUNGIS;2021-09-11;2021;9;IOPage DMR Paris.fr application;DEVE-SAB;A2021I033548;"{""coordinates"": [2.3607469948867323, 48.81940500344], ""type"": ""Point""}";48.81940500344,2.3607469948867323;2021-09
38382;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;96 Rue Réaumur, 75002 PARIS;75001;Paris 1;2;SENTIER - BONNE NOUVELLE;2021-08-19;2021;8;Androï;DPE-STPP-DT;G2021H038382;"{""coordinates"": [2.349086999530534, 48.86733200006574], ""type"": ""Point""}";48.86733200006574,2.349086999530534;2021-08
32085;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;30 rue de la Chapelle, 75018 PARIS;75018;Paris 18;18;LA CHAPELLE - MARX DORMOY;2022-05-12;2022;5;Page DMR Paris.fr;DEVE-SAB;S2022E032085;"{""coordinates"": [2.3599531996708376, 48.89240299821004], ""type"": ""Point""}";48.89240299821004,2.3599531996708376;2022-05
38481;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;18 Rue de la Porte d'Issy, 75015 PARIS;75015;Paris 15;15;VAUGIRARD - PARC DES EXPOSITIONS;2021-08-19;2021;8;IOPage DMR Paris.fr application;;A2021H038481;"{""coordinates"": [2.282269701073361, 48.83330000052799], ""type"": ""Point""}";48.83330000052799,2.282269701073361;2021-08
59137;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;86 Avenue de Wagram, 75017 PARIS;75017;Paris 17;17;COURCELLES - WAGRAM;2021-08-28;2021;8;IOPage DMR Paris.fr application;DPE-STPP-DT;A2021H059137;"{""coordinates"": [2.301796993951741, 48.88262000230067], ""type"": ""Point""}";48.88262000230067,2.301796993951741;2021-08
61342;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;2 Rue Jean-Baptiste Dumay, 75020 PARIS;75020;Paris 20;20;BELLEVILLE;2022-05-24;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E061342;"{""coordinates"": [2.3880366941604385, 48.87394300173577], ""type"": ""Point""}";48.87394300173577,2.3880366941604385;2022-05
56648;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;11 Rue Baudoin, 75013 PARIS;75013;Paris 13;13;BIBLIOTHEQUE - SEINE;2022-05-22;2022;5;IOPage DMR Paris.fr application;DEVE-SAB;A2022E056648;"{""coordinates"": [2.3692237939279415, 48.83195999647057], ""type"": ""Point""}";48.83195999647057,2.3692237939279415;2022-05
59831;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;162 avenue de Clichy, 75017 PARIS;75017;Paris 17;17;LA FOURCHE - GUY MOQUET;2022-05-23;2022;5;Androï;DPE-STPP-DT;G2022E059831;"{""coordinates"": [2.3187878050027524, 48.89169300206152], ""type"": ""Point""}";48.89169300206152,2.3187878050027524;2022-05
50582;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;110 Rue Michel Ange, 75016 PARIS;75016;Paris 16;16;AUTEUIL SUD;2022-05-19;2022;5;Androï;DEVE-SAB;G2022E050582;"{""coordinates"": [2.257729796977168, 48.839927998689724], ""type"": ""Point""}";48.839927998689724,2.257729796977168;2022-05
62250;Arbres, végétaux et animaux;Présence de rats;4 boulevard de Reims, 75017 PARIS;75017;Paris 17;17;CHAMPERRET - BERTHIER;2022-05-24;2022;5;Androï;DASES;G2022E062250;"{""coordinates"": [2.3002615009761875, 48.89204999529059], ""type"": ""Point""}";48.89204999529059,2.3002615009761875;2022-05
4978;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;15 Rue Joseph Bara, 75006 PARIS;75006;Paris 6;6;NOTRE - DAME DES CHAMPS;2022-01-03;2022;1;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022A004978;"{""coordinates"": [2.3328772042579473, 48.841659998459434], ""type"": ""Point""}";48.841659998459434,2.3328772042579473;2022-01
2528;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;2 Avenue Emile Pouvillon, 75007 PARIS;75007;Paris 7;7;GROS CAILLOU;2022-01-02;2022;1;IOPage DMR Paris.fr application;DEVE-SAB;A2022A002528;"{""coordinates"": [2.2999157974608955, 48.857440000970406], ""type"": ""Point""}";48.857440000970406,2.2999157974608955;2022-01
9069;Arbres, végétaux et animaux;Arbre dangereux ou en mauvais état;2 Rue Eugène Labiche, 75116 PARIS;75016;Paris 16;16;MUETTE NORD;2022-01-05;2022;1;IOPage DMR Paris.fr application;DEVE-SAB;A2022A009069;"{""coordinates"": [2.272276604011645, 48.862949999904636], ""type"": ""Point""}";48.862949999904636,2.272276604011645;2022-01
15656;Arbres, végétaux et animaux;Pelouse en mauvais état;1 place des Vosges, 75004 PARIS;75001;Paris 1;4;ARSENAL;2022-01-07;2022;1;Page DMR Paris.fr;;S2022A015656;"{""coordinates"": [2.3652997001140816, 48.85500000163154], ""type"": ""Point""}";48.85500000163154,2.3652997001140816;2022-01
58665;Arbres, végétaux et animaux;Présence de rats;13 passage de Menilmontant, 75011 PARIS;75011;Paris 11;11;BELLEVILLE - SAINT-MAUR;2022-05-23;2022;5;IOPage DMR Paris.fr application;DASES;A2022E058665;"{""coordinates"": [2.3818536016154144, 48.86482600179237], ""type"": ""Point""}";48.86482600179237,2.3818536016154144;2022-05
1316;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;79 Rue de Bagnolet, 75020 PARIS;75020;Paris 20;20;REUNION - PERE LACHAISE;2022-06-01;2022;6;Androï;DPE-STPP-Fonctionnelle;G2022F001316;"{""coordinates"": [2.400363695872554, 48.858283994875], ""type"": ""Point""}";48.858283994875,2.400363695872554;2022-06
8569;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;4 Quai de la Marne, 75019 PARIS;75019;Paris 19;19;BASSIN DE LA VILLETTE;2022-05-04;2022;5;Androï;;G2022E008569;"{""coordinates"": [2.380021005767068, 48.88852999977585], ""type"": ""Point""}";48.88852999977585,2.380021005767068;2022-05
10996;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence de fientes d'oiseaux;225 avenue Daumesnil, 75012 PARIS;75012;Paris 12;12;BEL - AIR SUD;2022-05-05;2022;5;Page DMR Paris.fr;DPE-STPP-DT;S2022E010996;"{""coordinates"": [2.4000690043532376, 48.838165002418286], ""type"": ""Point""}";48.838165002418286,2.4000690043532376;2022-05
9463;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;50 rue Bayen, 75017 PARIS;75017;Paris 17;17;CHAMPERRET - BERTHIER;2022-05-04;2022;5;Page DMR Paris.fr;DPE-STPP-DT;S2022E009463;"{""coordinates"": [2.2909109991922185, 48.88289299485878], ""type"": ""Point""}";48.88289299485878,2.2909109991922185;2022-05
35163;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence de déjections canines;12b  Place Balard, 75015 PARIS;75015;Paris 15;15;VAUGIRARD - PARC DES EXPOSITIONS;2022-05-14;2022;5;IOPage DMR Paris.fr application;DPE-STPP-DT;A2022E035163;"{""coordinates"": [2.278838904815681, 48.836619996472464], ""type"": ""Point""}";48.836619996472464,2.278838904815681;2022-05
21568;Arbres, végétaux et animaux;Herbes éparses;4042 Villa Aublet, 75017 PARIS;75017;Paris 17;17;COURCELLES - WAGRAM;2022-01-10;2022;1;Androï;DPE-STPP-DT;G2022A021568;"{""coordinates"": [2.29427389347187, 48.882525997753525], ""type"": ""Point""}";48.882525997753525,2.29427389347187;2022-01
16695;Arbres, végétaux et animaux;Pied d'arbre:Végétation débordante en pied d'arbre;20 Rue André Gide, 75015 PARIS;75015;Paris 15;15;PASTEUR - MONTPARNASSE;2022-01-08;2022;1;Androï;DPE-STPP-DT;G2022A016695;"{""coordinates"": [2.3130682057390635, 48.837203999786816], ""type"": ""Point""}";48.837203999786816,2.3130682057390635;2022-01
24863;Arbres, végétaux et animaux;Présence de rats;132 Rue Rambuteau, 75001 PARIS;75001;Paris 1;1;LES HALLES;2022-01-11;2022;1;IOPage DMR Paris.fr application;DASES;A2022A024863;"{""coordinates"": [2.3463123032639066, 48.86312999652023], ""type"": ""Point""}";48.86312999652023,2.3463123032639066;2022-01
12016;Arbres, végétaux et animaux;Présence de rats;7 rue des Tapisseries, 75017 PARIS;75017;Paris 17;17;PEREIRE - MALESHERBES;2022-01-06;2022;1;Page DMR Paris.fr;DASES;S2022A012016;"{""coordinates"": [2.3074309943059554, 48.888415995739294], ""type"": ""Point""}";48.888415995739294,2.3074309943059554;2022-01
23128;Arbres, végétaux et animaux;Herbes éparses;45 Rue Nollet, 75017 PARIS;75017;Paris 17;17;BATIGNOLLES;2022-05-10;2022;5;Androï;DPE-STPP-DT;G2022E023128;"{""coordinates"": [2.3215919971438908, 48.88649399966173], ""type"": ""Point""}";48.88649399966173,2.3215919971438908;2022-05
39952;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;6 Boulevard Auguste Blanqui, 75013 PARIS;75013;Paris 13;13;CROULEBARBE;2022-05-16;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E039952;"{""coordinates"": [2.353763793882215, 48.83107800213475], ""type"": ""Point""}";48.83107800213475,2.353763793882215;2022-05
44648;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;152 Boulevard de la Villette, 75019 PARIS;75019;Paris 19;19;SECRETAN;2022-05-17;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E044648;"{""coordinates"": [2.370529004026783, 48.879749997737996], ""type"": ""Point""}";48.879749997737996,2.370529004026783;2022-05
50030;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence de fientes d'oiseaux;1 rue du Buisson Saint-Louis, 75010 PARIS;75010;Paris 10;10;FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS;2022-05-19;2022;5;Page DMR Paris.fr;DPE-STPP-DT;S2022E050030;"{""coordinates"": [2.372088001993582, 48.871889995014676], ""type"": ""Point""}";48.871889995014676,2.372088001993582;2022-05
31861;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'essaim ou de nid d'insectes;60 Rue Bargue, 75015 PARIS;75015;Paris 15;15;ALLERAY - PROCESSION;2022-01-14;2022;1;IOPage DMR Paris.fr application;;A2022A031861;"{""coordinates"": [2.3096335013450884, 48.83712000135086], ""type"": ""Point""}";48.83712000135086,2.3096335013450884;2022-01
48523;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;9 avenue Percier, 75008 PARIS;75008;Paris 8;8;SAINT - PHILIPPE DU ROULE;2022-05-19;2022;5;Page DMR Paris.fr;DEVE-SAB;S2022E048523;"{""coordinates"": [2.3142309940771963, 48.874556997709114], ""type"": ""Point""}";48.874556997709114,2.3142309940771963;2022-05
47118;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;8 avenue de Breteuil, 75007 PARIS;75007;Paris 7;7;ECOLE MILITAIRE;2022-05-18;2022;5;Page DMR Paris.fr;DPE-STPP-DT;S2022E047118;"{""coordinates"": [2.3117582949197146, 48.8526000030236], ""type"": ""Point""}";48.8526000030236,2.3117582949197146;2022-05
32506;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;2 Place Valhubert, 75005 PARIS;75005;Paris 5;5;JARDIN DES PLANTES;2022-05-13;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E032506;"{""coordinates"": [2.364170801989166, 48.84414999945823], ""type"": ""Point""}";48.84414999945823,2.364170801989166;2022-05
32562;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;2 Quai Saint-Bernard, 75005 PARIS;75005;Paris 5;5;SAINT - VICTOR;2022-05-13;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E032562;"{""coordinates"": [2.35960580275084, 48.848169995103646], ""type"": ""Point""}";48.848169995103646,2.35960580275084;2022-05
49550;Arbres, végétaux et animaux;Herbes éparses;1 Rue de la Bidassoa, 75020 PARIS;75020;Paris 20;20;GAMBETTA;2022-05-19;2022;5;Androï;DPE-STPP-DT;G2022E049550;"{""coordinates"": [2.395040300018122, 48.86527599879969], ""type"": ""Point""}";48.86527599879969,2.395040300018122;2022-05
34922;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;1 avenue Montaigne, 75008 PARIS;75008;Paris 8;8;TRIANGLE D'OR;2022-05-14;2022;5;Page DMR Paris.fr;DEVE-SAB;S2022E034922;"{""coordinates"": [2.302051001576144, 48.86503199891172], ""type"": ""Point""}";48.86503199891172,2.302051001576144;2022-05
21021;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;54 Rue de la Folie Méricourt, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2022-04-10;2022;4;Androï;DPE-STPP-DT;G2022D021021;"{""coordinates"": [2.371676705487969, 48.86424600028899], ""type"": ""Point""}";48.86424600028899,2.371676705487969;2022-04
38956;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;2 place Edouard Renard, 75012 PARIS;75012;Paris 12;12;VALLEE DE FECAMP;2022-05-15;2022;5;Androï;DPE-STPP-DT;G2022E038956;"{""coordinates"": [2.4066546065908856, 48.83499999649091], ""type"": ""Point""}";48.83499999649091,2.4066546065908856;2022-05
51995;Arbres, végétaux et animaux;Herbes éparses;17 avenue Emile Zola, 75015 PARIS;75015;Paris 15;15;EMERIAU - ZOLA;2022-05-20;2022;5;Androï;DPE-STPP-DT;G2022E051995;"{""coordinates"": [2.2798343006959483, 48.84654999779242], ""type"": ""Point""}";48.84654999779242,2.2798343006959483;2022-05
46015;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;79 Boulevard Richard-Lenoir, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2022-05-18;2022;5;IOPage DMR Paris.fr application;DPE-STPP-Fonctionnelle;A2022E046015;"{""coordinates"": [2.3723520989173, 48.86097700067137], ""type"": ""Point""}";48.86097700067137,2.3723520989173;2022-05
12412;Arbres, végétaux et animaux;Pied d'arbre:Entourage d'arbre en mauvais état;1 Boulevard Bourdon, 75004 PARIS;75001;Paris 1;4;ARSENAL;2022-04-06;2022;4;IOPage DMR Paris.fr application;DEVE-SAB;A2022D012412;"{""coordinates"": [2.3656986043008095, 48.847789998243165], ""type"": ""Point""}";48.847789998243165,2.3656986043008095;2022-04
52151;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;57 Avenue Philippe Auguste, 75011 PARIS;75011;Paris 11;11;NATION - ALEXANDRE DUMAS;2022-05-20;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E052151;"{""coordinates"": [2.3928986021662833, 48.85302400163349], ""type"": ""Point""}";48.85302400163349,2.3928986021662833;2022-05
52182;Arbres, végétaux et animaux;[] Herbes nécessitant l'organisation d'une opération de tonte spécifique;24 Avenue Philippe Auguste, 75011 PARIS;75011;Paris 11;11;NATION - ALEXANDRE DUMAS;2022-05-20;2022;5;Androï;DPE-STPP-Fonctionnelle;G2022E052182;"{""coordinates"": [2.3945963007965285, 48.850849995199475], ""type"": ""Point""}";48.850849995199475,2.3945963007965285;2022-05
61570;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;10 rue Bernard Dimey, 75018 PARIS;75018;Paris 18;18;MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT;2022-05-24;2022;5;Page DMR Paris.fr;;S2022E061570;"{""coordinates"": [2.3312565983437397, 48.89712499999472], ""type"": ""Point""}";48.89712499999472,2.3312565983437397;2022-05
11759;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence de fientes d'oiseaux;94 rue de Sèvres, 75007 PARIS;75007;Paris 7;7;ECOLE MILITAIRE;2022-04-06;2022;4;Page DMR Paris.fr;DPE-STPP-DT;S2022D011759;"{""coordinates"": [2.314586199960809, 48.84628300164705], ""type"": ""Point""}";48.84628300164705,2.314586199960809;2022-04
60929;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence de déjections canines;35 boulevard de Courcelles, 75008 PARIS;75008;Paris 8;8;MONCEAU;2022-05-23;2022;5;Page DMR Paris.fr;DPE-STPP-DT;S2022E060929;"{""coordinates"": [2.3112392055354443, 48.88051600347355], ""type"": ""Point""}";48.88051600347355,2.3112392055354443;2022-05
61753;Arbres, végétaux et animaux;Arbre à élaguer;99 Boulevard du Montparnasse, 75006 PARIS;75006;Paris 6;6;NOTRE - DAME DES CHAMPS;2022-05-24;2022;5;IOPage DMR Paris.fr application;DEVE-SAB;A2022E061753;"{""coordinates"": [2.328373400038558, 48.842639999487226], ""type"": ""Point""}";48.842639999487226,2.328373400038558;2022-05
10035;Arbres, végétaux et animaux;Arbuste ou jardinière en mauvais état;25 Allée Colette Heilbronner, 75017 PARIS;75017;Paris 17;17;MARTIN LUTHER KING;2022-01-05;2022;1;Androï;;G2022A010035;"{""coordinates"": [2.311283595960645, 48.89270999565418], ""type"": ""Point""}";48.89270999565418,2.311283595960645;2022-01
44111;Arbres, végétaux et animaux;Autres problèmes d'animaux et d'insectes:Présence d'un animal mort;118 boulevard Richard-Lenoir, 75011 PARIS;75011;Paris 11;11;REPUBLIQUE - SAINT-AMBROISE;2022-05-17;2022;5;Androï;DPE-STPP-DT;G2022E044111;"{""coordinates"": [2.3708540059060437, 48.86485299769217], ""type"": ""Point""}";48.86485299769217,2.3708540059060437;2022-05
57131;Arbres, végétaux et animaux;Herbes éparses;2 Rue du docteur Paul Brousse, 75017 PARIS;75017;Paris 17;17;EPINETTES - BESSIERES;2022-05-22;2022;5;Androï;DPE-STPP-DT;G2022E057131;"{""coordinates"": [2.3186177966359987, 48.89544299933236], ""type"": ""Point""}";48.89544299933236,2.3186177966359987;2022-05
